S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
18.3,85,61.9,40,3104,3104,14.8,51.7,9843,-1
15.6,9,72.6,40,7573,7573,16.7,52.6,22971,-1
33.9,63,55.0,40,4258,4258,12.4,39.3,13519,0
34.9,23,53.5,40,5962,5962,12.5,43.0,14979,0
16.6,65,74.4,40,9958,9958,21.1,54.8,25574,-1
12.2,31,77.0,40,42957,42957,21.9,51.2,123066,-1
21.2,81,61.1,40,12923,12923,14.3,52.9,34759,-1
19.4,33,67.6,40,2265,2265,15.8,50.9,6000,-1
21.1,75,67.7,40,3839,3839,17.1,54.4,9127,-1
26.7,79,62.5,40,18354,18354,14.9,47.6,49860,0
34.5,89,54.2,40,12980,12980,13.5,48.5,33026,0
20.7,93,67.1,40,3030,3030,16.7,55.8,7730,-1
22.3,117,60.3,40,6211,6211,15.7,51.0,16448,0
15.2,49,73.7,41,3936,3936,9.8,56.5,11153,-1
11.6,7,80.0,41,15976,15976,24.5,54.4,38021,-1
16.8,11,71.1,41,26473,26473,18.6,46.1,62921,-1
16.7,15,73.4,41,10382,10382,23.5,40.0,22377,-1
20.2,21,70.1,41,805,805,19.2,49.1,1910,-1
10.0,27,79.3,41,8543,8543,30.2,62.8,22938,1
21.6,37,62.2,41,3522,3522,14.8,47.1,7807,0
8.2,51,84.6,41,318173,318173,43.8,64.1,788459,1
13.7,61,76.5,41,10291,10291,24.0,54.4,25810,-1
9.4,71,82.1,41,35952,35952,25.4,56.2,102366,-1
16.8,1,71.3,41,7033,7033,22.6,48.2,15980,-1
14.1,33,77.9,41,35614,35614,17.6,43.1,84514,-1
15.2,35,75.0,41,27171,27171,18.9,48.8,66018,-1
14.5,59,75.7,41,26976,26976,15.9,54.1,76736,-1
13.0,41,77.9,41,20674,20674,24.1,47.1,47307,-1
5.3,3,88.0,41,34775,34775,53.8,55.3,88249,-1
11.8,9,82.5,41,19213,19213,18.6,52.7,50207,-1
12.9,13,78.3,41,9330,9330,17.9,48.8,21717,-1
12.7,55,76.9,41,779,779,17.6,53.1,1635,-1
15.1,65,74.7,41,10135,10135,19.8,54.8,25687,-1
16.2,25,71.7,41,3079,3079,19.2,49.0,7195,-1
9.1,39,81.6,41,148752,148752,29.6,55.2,363471,-1
18.3,45,69.1,41,10262,10262,13.2,45.9,30421,-1
16.1,63,72.7,41,3126,3126,25.8,52.4,6864,-1
5.4,67,88.2,41,212778,212778,42.4,65.1,572071,1
21.0,69,70.5,41,677,677,15.8,40.9,1415,-1
10.5,47,81.7,41,116077,116077,22.6,57.2,330453,-1
11.0,29,82.0,41,86195,86195,26.8,53.4,212070,-1
13.8,19,77.2,41,44828,44828,17.0,45.9,107576,-1
16.3,23,74.1,41,3176,3176,20.5,49.0,7209,-1
14.3,31,75.9,41,7628,7628,16.9,45.1,22707,-1
8.6,53,83.6,41,29128,29128,30.6,54.9,79666,-1
7.6,5,86.1,41,153822,153822,35.4,61.3,399962,1
6.7,17,83.6,41,69631,69631,33.7,58.8,175321,1
11.7,43,78.9,41,46265,46265,18.6,53.0,121074,-1
14.2,57,75.8,41,10454,10454,20.7,47.0,25840,-1
10.8,5,83.4,44,35421,35421,46.5,59.1,83204,-1
11.7,3,83.7,44,69013,69013,32.1,64.4,164012,1
15.5,7,77.8,44,238465,238465,27.8,59.4,633704,-1
12.4,1,82.5,44,19521,19521,46.8,61.3,49028,-1
9.9,9,85.9,44,49608,49608,45.0,60.3,126190,-1
13.7,95,79.9,42,113827,113827,28.8,60.1,300941,-1
21.8,23,72.5,42,2196,2196,15.9,52.5,4754,-1
18.3,121,74.2,42,21925,21925,17.2,52.7,52880,-1
19.9,13,73.0,42,51638,51638,20.3,55.6,124736,-1
17.4,7,76.9,42,70384,70384,24.0,58.9,168161,-1
17.6,15,75.5,42,24851,24851,18.0,53.8,61546,-1
9.6,103,85.4,42,21379,21379,26.5,53.3,55687,-1
23.2,57,69.0,42,5947,5947,13.5,55.4,14631,-1
17.6,83,72.2,42,17199,17199,17.4,52.6,42070,-1
24.1,51,68.7,42,54043,54043,15.4,49.0,133160,-1
17.4,55,76.2,42,60102,60102,20.6,59.2,153003,-1
15.3,131,79.9,42,10801,10801,18.8,57.1,27760,-1
26.7,53,62.7,42,1473,1473,7.0,11.0,7388,-1
22.4,111,68.9,42,29918,29918,15.7,51.8,75619,-1
19.8,73,72.4,42,36742,36742,20.8,54.1,88231,-1
18.5,59,74.1,42,14484,14484,18.0,47.6,37338,-1
20.4,109,71.6,42,14576,14576,17.5,61.1,40570,-1
9.2,17,86.8,42,235909,235909,39.4,64.0,626486,1
21.5,113,70.0,42,2648,2648,16.5,46.8,6192,-1
17.9,117,74.4,42,16121,16121,20.2,53.2,41550,-1
15.6,125,78.1,42,83897,83897,29.0,57.7,207661,-1
18.3,35,73.6,42,14675,14675,18.0,54.6,39321,-1
16.5,25,75.6,42,25978,25978,16.0,55.3,63987,-1
16.1,75,76.1,42,52792,52792,20.4,60.3,137616,-1
11.1,89,81.5,42,57526,57526,24.0,56.7,167306,-1
18.7,101,70.1,42,591280,591280,27.1,52.8,1569657,-1
14.5,133,77.4,42,169667,169667,23.7,62.5,442216,-1
16.9,81,73.6,42,45991,45991,22.1,57.1,115398,-1
12.4,41,81.4,42,97919,97919,34.7,61.4,245801,1
20.9,21,73.0,42,57154,57154,20.9,50.9,135871,-1
15.2,115,76.8,42,17404,17404,17.5,53.2,41716,-1
23.2,97,69.1,42,39281,39281,15.4,54.1,93038,-1
19.2,79,73.0,42,128247,128247,22.8,56.4,318222,-1
17.5,129,75.8,42,151892,151892,28.0,57.9,356835,-1
13.9,3,79.6,42,536439,536439,40.0,60.8,1229605,-1
18.6,39,74.2,42,35102,35102,20.4,54.3,86847,-1
18.4,69,74.2,42,85907,85907,27.0,55.8,211960,-1
8.8,29,86.6,42,188613,188613,51.0,65.5,514652,1
23.1,67,70.2,42,9361,9361,14.0,57.1,24448,-1
20.7,107,72.1,42,58758,58758,16.0,52.7,144287,-1
18.6,31,75.0,42,15925,15925,21.8,53.3,38747,-1
14.2,43,78.8,42,111489,111489,29.8,61.5,273329,-1
9.9,27,81.9,42,57710,57710,43.7,54.9,160646,-1
18.4,93,74.3,42,7423,7423,30.5,57.4,18302,-1
17.8,123,71.8,42,17095,17095,18.9,54.5,40345,-1
14.9,49,77.4,42,110377,110377,27.4,56.7,277794,-1
18.4,37,74.3,42,26564,26564,21.6,53.5,66615,-1
13.5,77,79.8,42,137239,137239,29.1,60.6,360774,-1
11.2,45,82.6,42,204870,204870,37.7,60.6,563384,1
14.5,11,79.7,42,153876,153876,23.9,60.5,415500,-1
19.7,119,71.7,42,14702,14702,23.8,48.3,45056,-1
16.4,127,77.0,42,19202,19202,20.4,48.2,51656,-1
19.9,61,71.4,42,16935,16935,15.3,48.7,45686,-1
8.9,91,87.0,42,312805,312805,48.2,64.6,818677,1
23.3,9,70.6,42,19666,19666,13.8,55.0,48891,-1
20.9,63,71.1,42,34030,34030,22.7,53.1,86551,-1
13.9,1,78.0,42,38818,38818,22.1,60.6,101589,-1
22.0,33,69.7,42,31152,31152,14.1,49.8,80539,-1
12.6,19,82.0,42,75596,75596,34.6,61.2,185984,1
18.8,47,75.9,42,13447,13447,18.5,59.6,30781,-1
22.8,65,70.7,42,18452,18452,15.8,55.2,44258,-1
16.0,71,75.8,42,198565,198565,26.5,63.3,536494,-1
23.8,87,65.9,42,18939,18939,12.2,56.2,46452,-1
20.2,5,73.3,42,28242,28242,15.2,53.6,66737,-1
18.4,85,74.3,42,45805,45805,22.3,53.3,113623,-1
17.9,99,74.8,42,17936,17936,16.6,61.9,45878,-1
21.3,105,71.2,42,6536,6536,15.0,48.5,17070,0
22.9,65,65.9,45,4077,4077,19.3,31.5,9694,-1
17.1,77,72.8,45,46428,46428,23.6,52.9,121449,-1
28.3,87,57.4,45,11564,11564,12.5,51.6,27772,0
34.2,89,47.0,45,12310,12310,12.6,43.3,32256,0
15.9,3,73.7,45,65703,65703,25.8,53.1,165707,-1
35.9,5,41.5,45,3285,3285,9.4,34.4,9402,0
27.1,71,60.2,45,14893,14893,17.1,53.2,37914,-1
29.5,11,55.3,45,8426,8426,11.7,46.9,21788,0
10.4,15,79.1,45,73168,73168,23.3,58.1,204632,-1
11.1,19,74.9,45,154049,154049,41.9,61.6,387847,-1
25.6,31,64.7,45,26861,26861,17.8,49.5,67572,-1
16.8,43,70.8,45,24840,24840,27.1,47.7,61065,-1
30.0,69,54.4,45,9703,9703,8.9,42.7,27505,0
10.4,91,80.4,45,95539,95539,31.1,61.9,251664,1
18.4,7,69.3,45,76234,76234,20.8,55.5,194174,-1
22.7,37,64.3,45,9054,9054,19.5,46.6,26620,-1
29.8,23,53.1,45,12384,12384,14.3,49.2,32424,0
25.5,27,61.4,45,13573,13573,14.9,41.8,34156,0
18.6,29,74.4,45,15134,15134,15.4,51.8,37581,-1
30.0,67,47.0,45,11911,11911,16.4,47.0,31765,0
18.4,85,71.1,45,41417,41417,19.5,50.4,107379,-1
11.7,63,78.3,45,109251,109251,30.1,61.4,281870,1
26.2,21,59.2,45,20480,20480,15.0,48.3,56549,0
26.2,25,58.9,45,18303,18303,11.3,51.5,46127,0
19.7,47,66.0,45,27022,27022,23.3,52.9,69981,-1
23.9,53,62.5,45,9715,9715,14.8,54.8,27465,0
11.1,51,80.0,45,125168,125168,23.0,53.7,310186,-1
18.8,55,65.2,45,24711,24711,20.4,53.1,63734,-1
30.9,61,50.9,45,6501,6501,11.6,41.3,17897,0
28.0,75,60.1,45,33029,33029,20.1,48.5,89116,-1
15.8,83,74.6,45,113191,113191,23.8,57.5,297732,-1
25.4,1,63.1,45,9392,9392,14.7,47.1,24788,0
29.6,9,54.8,45,5587,5587,19.1,46.2,14842,0
8.7,13,83.1,45,68790,68790,39.8,50.2,179316,-1
27.2,17,63.0,45,6150,6150,18.2,51.8,14808,0
30.0,33,50.1,45,10945,10945,11.2,47.5,31073,0
31.5,81,55.9,45,7052,7052,16.3,51.7,20228,0
10.0,79,77.6,45,149161,149161,37.7,58.7,404869,-1
27.7,39,50.4,45,8878,8878,17.6,46.1,22868,0
27.9,49,61.7,45,7129,7129,11.7,46.2,20066,0
18.3,73,69.9,45,31354,31354,24.2,50.1,75926,-1
14.6,45,77.1,45,185837,185837,33.3,60.2,490332,-1
17.9,57,73.0,45,31445,31445,25.1,51.7,86544,-1
11.4,35,78.3,45,54028,54028,27.4,59.7,151716,-1
20.2,41,69.5,45,52092,52092,22.5,54.6,138537,-1
21.2,59,65.7,45,25543,25543,14.6,52.4,66508,-1
35.8,71,51.1,46,984,984,21.8,46.4,3275,0
11.0,99,80.2,46,73762,73762,30.9,72.3,183660,-1
22.5,3,70.2,46,1179,1179,20.2,68.0,2739,-1
16.5,19,75.8,46,4172,4172,20.8,63.7,10194,1
40.2,31,52.7,46,1239,1239,17.7,44.5,4177,0
18.8,9,69.9,46,2554,2554,19.0,49.2,6972,-1
14.8,35,79.9,46,8696,8696,24.0,66.3,19753,1
16.4,45,71.5,46,1579,1579,25.0,63.5,3971,-1
23.4,15,69.7,46,2170,2170,25.4,65.9,5280,-1
7.8,11,80.8,46,12602,12602,40.4,69.0,33697,1
23.5,21,69.0,46,690,690,23.6,64.8,1443,-1
18.0,73,73.1,46,911,911,19.3,61.6,2034,1
17.0,47,77.2,46,3115,3115,23.0,55.5,6783,-1
12.2,33,76.6,46,3901,3901,24.5,53.9,8519,-1
20.1,69,73.2,46,582,582,19.6,59.6,1373,-1
24.0,25,65.2,46,1510,1510,18.0,62.4,3642,-1
24.2,7,63.5,46,955,955,17.3,51.6,3440,0
25.9,55,60.0,46,893,893,17.8,56.4,2084,-1
16.5,117,84.4,46,1309,1309,27.9,76.2,2994,-1
14.3,75,73.6,46,405,405,15.9,67.2,740,1
25.9,53,64.4,46,1943,1943,21.1,61.2,4209,-1
14.6,91,75.0,46,1813,1813,23.6,66.2,4759,1
11.4,63,78.8,46,533,533,30.8,64.0,1281,1
17.7,65,76.6,46,7391,7391,34.4,67.8,17572,-1
30.4,89,58.1,46,1019,1019,15.3,53.1,2366,0
40.4,95,41.1,46,683,683,15.2,46.3,2062,0
22.6,109,66.3,46,3756,3756,17.5,60.0,10250,1
12.2,103,79.5,46,43110,43110,29.6,63.8,108126,1
10.6,57,72.0,46,2193,2193,21.6,68.1,5911,-1
28.0,49,63.3,46,944,944,26.7,59.7,2327,-1
12.1,93,81.0,46,11022,11022,24.7,65.3,27066,1
16.8,51,77.2,46,3203,3203,14.9,64.2,7133,1
19.9,123,68.9,46,2424,2424,22.1,65.5,5480,-1
15.2,107,74.8,46,1025,1025,22.2,61.1,2318,1
19.8,125,69.8,46,3523,3523,22.6,66.1,8242,-1
22.5,67,67.9,46,2881,2881,23.7,62.2,7277,-1
16.4,13,75.9,46,16328,16328,28.8,68.0,38637,-1
19.4,77,68.3,46,2327,2327,22.2,65.9,5000,-1
15.4,101,74.7,46,2664,2664,23.9,65.8,6496,1
22.3,105,73.1,46,1311,1311,19.4,63.2,2964,-1
13.7,79,77.2,46,4817,4817,31.7,65.3,12350,1
12.3,81,79.6,46,10902,10902,30.9,62.3,25018,1
37.9,121,47.4,46,2768,2768,16.2,43.8,10016,0
13.0,127,78.2,46,6285,6285,30.6,67.5,14929,1
17.9,97,74.3,46,990,990,20.1,64.4,2255,1
16.3,135,75.2,46,9283,9283,27.5,61.4,22660,-1
13.7,29,74.7,46,12011,12011,21.6,70.6,27963,-1
29.4,23,59.7,46,3184,3184,17.2,55.6,9319,-1
26.5,129,64.1,46,2292,2292,22.3,61.4,5502,-1
37.5,17,51.1,46,530,530,8.9,44.2,2048,0
7.7,27,84.6,46,5302,5302,49.3,65.0,13907,1
20.6,37,62.4,46,2567,2567,18.6,62.5,5524,-1
13.1,61,81.5,46,1061,1061,21.8,67.1,3404,1
41.5,41,51.6,46,1648,1648,14.6,50.6,5709,0
20.8,43,68.1,46,1271,1271,18.9,64.7,2940,-1
12.5,87,76.4,46,2182,2182,21.5,68.9,5515,1
16.2,111,77.0,46,1050,1050,18.5,67.0,2366,1
19.8,119,76.2,46,601,601,24.9,66.7,1390,-1
6.1,83,88.8,46,18736,18736,41.0,74.9,53147,-1
20.9,59,69.5,46,1498,1498,24.6,63.5,3303,-1
19.3,85,67.7,46,1383,1383,17.9,60.4,3882,-1
43.6,137,47.9,46,764,764,14.9,48.6,2837,0
16.8,5,69.7,46,7651,7651,19.6,66.4,18163,-1
18.0,39,75.0,46,1835,1835,20.1,67.7,4282,1
16.2,115,77.9,46,2626,2626,21.9,62.7,6478,1
44.0,102,45.8,46,2920,2920,12.4,33.7,14291,0
24.5,109,60.9,47,10095,10095,12.2,44.5,25945,0
38.6,135,54.7,47,3295,3295,10.8,43.1,7882,0
20.4,145,69.7,47,21619,21619,19.3,48.0,52926,-1
18.2,11,73.1,47,39615,39615,21.8,55.8,103666,-1
27.6,121,58.5,47,4818,4818,9.8,44.5,11830,0
21.9,63,66.3,47,24343,24343,16.4,51.7,63465,-1
30.1,75,55.9,47,7104,7104,12.4,53.9,17944,0
29.2,83,63.7,47,2999,2999,10.7,46.3,8188,0
13.1,119,77.4,47,33332,33332,20.7,58.8,87606,-1
23.2,173,59.2,47,7268,7268,8.8,47.0,19176,0
24.5,71,63.8,47,10118,10118,12.9,45.9,25813,0
10.2,125,81.3,47,68904,68904,26.2,53.5,192120,-1
23.5,43,67.8,47,19032,19032,14.7,55.2,51341,-1
24.0,129,66.4,47,7384,7384,7.7,39.5,21639,0
30.1,61,60.3,47,4894,4894,11.0,38.9,13359,0
24.6,123,66.7,47,17416,17416,11.7,44.8,45698,0
20.3,79,67.4,47,13483,13483,15.9,48.2,32263,-1
28.6,29,54.1,47,14592,14592,11.4,49.2,35262,0
27.1,33,60.8,47,5400,5400,13.0,53.2,14554,0
24.8,41,67.0,47,7362,7362,13.6,51.5,19380,0
30.9,95,60.9,47,2164,2164,9.4,28.9,7588,0
12.4,93,79.0,47,182315,182315,36.5,60.7,452286,1
30.1,101,56.7,47,4663,4663,12.0,49.2,11944,0
24.3,107,66.0,47,20352,20352,15.4,49.0,52569,0
17.8,117,68.5,47,12008,12008,13.4,55.8,31753,-1
20.0,131,68.9,47,12795,12795,15.6,50.7,30659,-1
23.4,143,62.5,47,12607,12607,14.2,51.7,32478,0
27.3,151,61.4,47,8519,8519,8.3,48.2,21949,0
15.4,167,72.8,47,21445,21445,15.3,57.8,61434,-1
20.0,1,72.1,47,30518,30518,23.8,52.4,75538,-1
19.2,45,72.4,47,15327,15327,18.1,54.5,37751,-1
25.2,49,63.9,47,7385,7385,11.7,45.4,17940,0
20.9,53,66.1,47,19280,19280,17.8,53.1,49222,-1
15.8,65,75.5,47,139037,139037,30.5,58.0,354589,-1
28.7,69,55.0,47,8680,8680,10.9,38.3,25784,0
14.2,105,76.0,47,20090,20090,26.2,48.3,51024,-1
22.6,139,65.4,47,7023,7023,10.8,49.2,16722,0
8.0,149,80.8,47,106673,106673,31.8,66.9,298456,-1
23.5,159,67.9,47,7535,7535,11.2,55.3,19279,-1
27.0,185,63.6,47,9793,9793,12.3,47.3,26394,0
10.6,189,82.1,47,47213,47213,29.7,62.3,128874,1
17.7,163,73.5,47,66388,66388,22.0,51.6,156519,-1
24.0,171,64.1,47,7613,7613,14.9,47.0,17830,0
19.8,15,62.7,47,5456,5456,12.2,54.3,13839,-1
16.6,31,67.4,47,21576,21576,18.9,54.6,54074,-1
18.1,47,70.8,47,15084,15084,22.4,54.2,39336,-1
25.6,177,67.7,47,15755,15755,14.4,53.6,40210,-1
14.2,179,78.7,47,52684,52684,31.9,56.6,126437,-1
19.5,183,69.7,47,13607,13607,20.8,50.5,33776,-1
26.0,5,59.3,47,6693,6693,12.8,42.8,16154,0
27.2,7,59.5,47,4664,4664,12.4,42.8,14413,0
32.0,13,55.7,47,15843,15843,11.8,46.1,39824,0
37.0,67,40.6,47,2704,2704,10.2,42.0,6605,0
23.2,73,60.8,47,23375,23375,13.2,47.5,56402,0
30.6,91,59.3,47,6936,6936,10.9,36.8,17846,0
22.7,103,62.3,47,13653,13653,18.3,52.7,33543,-1
27.2,111,62.3,47,9158,9158,9.6,54.1,23239,0
23.9,127,58.5,47,2613,2613,19.5,53.8,6302,-1
15.0,147,77.6,47,25065,25065,18.1,60.9,68575,-1
19.4,51,66.9,47,16325,16325,20.6,52.0,41397,-1
14.9,9,74.9,47,49939,49939,23.4,56.0,127135,-1
13.7,21,77.5,47,14671,14671,19.4,60.5,39713,1
25.9,19,62.6,47,23798,23798,15.5,48.5,56500,0
22.2,57,68.4,47,9112,9112,11.1,50.4,22942,0
19.7,55,63.5,47,11599,11599,14.8,52.4,29024,-1
24.8,97,60.5,47,9725,9725,8.6,43.1,26497,0
24.3,99,63.5,47,16101,16101,12.2,49.2,42591,0
17.6,113,70.6,47,37110,37110,26.1,55.0,97887,-1
23.3,115,64.7,47,11393,11393,13.0,51.5,28355,0
30.0,133,61.7,47,8937,8937,13.0,49.6,21995,0
30.8,137,65.6,47,2180,2180,7.0,52.1,5071,-1
12.0,165,81.1,47,64600,64600,26.5,63.3,175730,1
29.6,181,60.7,47,5860,5860,11.1,41.4,16713,0
30.4,169,58.9,47,2944,2944,15.2,54.0,8773,0
5.2,187,90.6,47,73160,73160,58.1,66.0,212161,-1
15.9,3,68.8,47,17058,17058,15.7,59.5,46854,-1
36.0,27,52.6,47,3171,3171,12.8,40.4,7684,0
23.7,59,66.1,47,27319,27319,15.0,49.3,68520,-1
18.3,35,71.8,47,25114,25114,18.6,42.5,58178,-1
17.6,157,70.9,47,349207,349207,30.6,59.2,937847,-1
27.7,175,67.7,47,2156,2156,9.9,48.7,5675,0
29.7,25,59.8,47,12996,12996,13.0,45.2,31566,0
23.3,77,63.9,47,10827,10827,14.4,50.9,27889,0
32.4,81,54.7,47,8930,8930,11.0,48.6,24502,0
27.5,85,64.1,47,7064,7064,12.5,48.6,18281,0
17.4,89,68.7,47,20088,20088,16.2,53.2,52887,-1
21.2,141,69.1,47,30624,30624,24.8,52.6,75565,-1
16.5,153,71.3,47,5505,5505,14.5,50.2,14654,-1
16.9,155,73.3,47,36901,36901,18.0,59.1,95523,-1
26.0,161,60.8,47,5315,5315,15.1,48.0,13248,0
25.4,17,66.1,47,11321,11321,15.8,48.6,28137,0
19.5,23,70.5,47,5998,5998,16.5,50.9,17097,-1
22.4,39,65.6,47,4721,4721,11.5,47.6,11681,0
10.9,37,79.5,47,273497,273497,39.1,66.6,678322,1
33.2,87,60.6,47,4566,4566,8.1,42.2,11573,0
15.6,97,72.4,48,15185,15185,22.7,60.8,39064,-1
21.5,107,62.0,48,2064,2064,13.0,56.7,5895,-1
22.0,115,63.4,48,4339,4339,12.7,48.4,13095,0
22.4,151,66.6,48,1696,1696,18.0,54.3,3875,-1
35.1,131,55.7,48,3845,3845,8.7,44.7,11434,0
27.4,51,62.6,48,6565,6565,14.8,54.5,17596,0
12.0,31,78.7,48,4230,4230,28.5,55.2,11089,-1
24.3,241,53.3,48,11974,11974,11.6,45.0,35444,0
22.3,245,66.6,48,94020,94020,18.9,52.5,254574,-1
28.8,271,54.7,48,1200,1200,11.5,45.9,3631,0
15.0,359,75.9,48,581,581,26.5,53.0,2083,-1
21.0,117,69.4,48,6118,6118,14.2,63.4,18947,-1
11.3,167,80.9,48,117455,117455,29.5,59.3,321184,1
15.6,233,75.0,48,7799,7799,13.7,54.6,21704,-1
22.0,477,62.6,48,12205,12205,23.9,52.8,34667,-1
12.6,103,69.2,48,1479,1479,11.7,58.7,4836,-1
14.6,281,71.6,48,7748,7748,20.1,52.8,20473,-1
19.9,307,70.6,48,3143,3143,16.0,56.3,8145,-1
24.7,319,58.9,48,1622,1622,20.3,62.3,4122,-1
17.7,141,71.9,48,263200,263200,22.2,54.4,834825,-1
32.2,283,54.5,48,2286,2286,15.1,44.5,7418,0
8.3,393,83.4,48,326,326,31.2,60.5,889,1
40.2,443,42.6,48,343,343,17.3,44.7,721,0
21.8,457,62.1,48,7312,7312,12.1,37.9,21456,0
27.6,463,62.7,48,8624,8624,15.1,56.5,27015,0
14.2,483,71.1,48,2287,2287,14.6,59.5,5599,-1
22.8,37,67.2,48,33171,33171,19.2,49.5,93635,-1
14.8,9,70.8,48,3351,3351,23.6,60.9,8793,-1
18.9,43,67.5,48,3932,3932,35.7,54.8,9220,-1
25.5,263,62.9,48,275,275,23.8,56.3,680,-1
18.7,215,62.9,48,232523,232523,17.8,53.3,839539,-1
12.7,423,77.3,48,77801,77801,25.2,56.8,222277,-1
10.9,143,72.5,48,13827,13827,27.8,57.2,41016,-1
9.1,39,81.7,48,117088,117088,29.7,61.5,345995,1
14.0,425,64.8,48,3234,3234,20.0,53.0,8650,-1
21.6,105,66.5,48,1411,1411,8.9,58.1,3836,-1
14.1,199,76.4,48,20739,20739,16.8,55.0,55993,-1
29.1,207,55.5,48,2128,2128,12.3,44.2,5806,0
17.9,227,68.9,48,11032,11032,12.9,49.0,36491,-1
18.7,289,73.8,48,6245,6245,15.9,48.4,16966,-1
19.9,333,71.7,48,1833,1833,23.0,53.1,4887,-1
17.1,337,66.3,48,8044,8044,16.2,51.3,19406,-1
24.9,351,57.1,48,4781,4781,8.8,42.2,14187,0
16.8,345,69.1,48,469,469,15.6,58.6,1114,-1
26.3,129,60.2,48,1230,1230,18.9,50.1,3433,0
16.2,13,74.2,48,15509,15509,14.3,56.2,48139,-1
21.8,83,64.4,48,3470,3470,14.4,48.3,8422,0
14.6,353,68.0,48,5552,5552,13.3,54.2,14990,-1
34.8,229,47.6,48,890,890,7.6,37.3,3702,0
18.4,325,70.1,48,15154,15154,20.0,54.5,48548,-1
20.4,475,67.9,48,3954,3954,13.5,55.5,11498,-1
21.8,213,67.8,48,30459,30459,18.1,48.2,79687,-1
24.9,203,63.9,48,23363,23363,18.8,53.6,66606,-1
23.9,365,67.0,48,9032,9032,14.7,53.4,23574,0
27.2,389,56.1,48,3731,3731,9.5,43.3,14791,0
18.5,403,69.4,48,3811,3811,14.4,38.3,10429,-1
14.8,421,74.6,48,1063,1063,21.4,65.2,3067,1
20.3,437,72.4,48,2602,2602,13.0,46.0,7541,-1
15.2,231,71.6,48,31781,31781,19.1,54.6,90322,-1
23.9,63,57.2,48,4730,4730,16.7,54.4,12670,-1
16.5,195,69.7,48,1924,1924,15.9,58.5,5532,-1
11.0,187,80.8,48,51990,51990,26.8,60.3,150889,1
30.0,327,56.8,48,964,964,15.8,57.5,2123,-1
19.3,277,65.9,48,19085,19085,17.1,54.3,49401,-1
18.9,125,72.1,48,832,832,15.2,41.4,2224,-1
16.7,287,71.8,48,6118,6118,17.6,58.2,16850,-1
8.3,439,82.2,48,689921,689921,31.1,64.6,1983675,-1
20.7,1,64.8,48,16567,16567,12.4,40.0,57747,-1
26.0,149,62.2,48,9298,9298,18.1,56.9,24963,-1
5.1,491,90.0,48,170051,170051,40.2,65.8,508313,1
22.5,267,62.1,48,1941,1941,19.3,54.7,4432,-1
22.5,373,64.3,48,17632,17632,12.3,46.8,46974,0
23.1,391,66.4,48,2694,2694,12.1,51.5,7293,0
18.1,77,66.2,48,4076,4076,17.9,51.8,10369,-1
13.9,205,76.8,48,1754,1754,17.0,43.5,5821,-1
18.1,217,69.2,48,12674,12674,16.4,52.3,35098,-1
23.8,293,59.1,48,8100,8100,13.8,47.1,23480,0
15.8,347,74.4,48,23825,23825,25.2,54.7,65411,-1
22.8,369,56.9,48,3222,3222,16.1,60.1,9871,-1
8.8,367,81.9,48,43942,43942,26.9,59.4,125963,-1
40.1,377,43.1,48,2589,2589,20.2,45.3,7191,0
17.8,467,62.7,48,19354,19354,16.6,52.2,53607,-1
17.8,55,61.5,48,12894,12894,14.3,56.8,40544,-1
19.9,487,67.5,48,5155,5155,15.2,61.2,12972,-1
15.2,317,65.0,48,1635,1635,20.6,63.2,5547,-1
14.8,383,67.0,48,1171,1171,11.0,62.5,3735,-1
27.8,387,61.3,48,5218,5218,13.8,46.5,12353,0
22.2,465,67.8,48,15189,15189,18.1,51.2,48976,-1
34.6,109,52.5,48,735,735,9.0,54.0,2257,-1
13.2,135,80.2,48,51475,51475,15.0,63.8,155744,-1
20.4,169,71.0,48,1715,1715,10.2,42.5,6739,-1
11.4,173,74.3,48,475,475,25.3,58.6,1420,-1
19.9,185,66.2,48,8980,8980,13.7,47.5,27358,0
6.9,453,85.0,48,447561,447561,47.5,69.1,1176584,1
3.4,85,90.4,48,323905,323905,50.9,68.1,914075,1
13.6,5,77.0,48,30931,30931,16.7,53.6,87700,-1
23.6,399,64.6,48,3781,3781,19.1,51.5,10266,-1
17.2,407,69.6,48,9414,9414,10.1,47.0,27436,-1
24.9,435,55.2,48,1573,1573,19.8,59.8,3894,-1
16.0,451,73.2,48,43081,43081,23.8,57.9,116906,-1
17.9,459,72.6,48,14061,14061,16.9,52.3,40506,-1
17.0,501,67.2,48,2652,2652,15.1,63.3,8481,-1
18.5,189,74.3,48,11217,11217,16.1,55.0,34527,-1
26.5,419,56.6,48,9218,9218,15.3,48.0,25689,0
16.2,469,68.9,48,32734,32734,19.5,61.0,91518,-1
16.2,473,66.2,48,14698,14698,19.2,57.3,48443,-1
22.0,481,63.6,48,15224,15224,15.0,59.1,41430,-1
14.9,485,72.2,48,48528,48528,22.4,52.9,131778,-1
18.9,87,66.1,48,1099,1099,15.6,58.9,3026,-1
28.9,101,60.1,48,664,664,16.7,56.1,1498,-1
7.2,209,80.9,48,68045,68045,36.6,64.2,194843,1
20.7,279,62.2,48,4790,4790,16.4,57.0,13368,-1
13.6,295,79.9,48,1276,1276,18.8,62.1,3495,1
