"S0101_C01_001E","S1901_C01_012E","S2801_C02_011E","S2301_C04_001E","S0801_C01_046E","state","county"
14345,41266,30.9,15.3,30.2,"54","007"
56644,59113,15.3,3.5,24.7,"54","079"
16790,37516,21,8.9,29.2,"54","001"
23236,37955,24.6,10.6,32.9,"54","005"
19707,25595,31.3,11.2,24.8,"54","047"
41063,38905,26.6,8.8,26.7,"54","099"
22130,37644,28.2,11.7,30.1,"54","109"
29123,41731,25.7,4.6,29.9,"54","035"
60963,37763,23.4,6.2,21.6,"54","055"
24604,39434,20.7,8.1,26.1,"54","097"
8637,33390,30.7,10.6,26.7,"54","101"
111610,59480,12.3,8.3,31.2,"54","003"
44602,39297,21.9,8.4,28.2,"54","019"
11673,40093,31.7,5.2,27.6,"54","023"
23412,36575,39.6,5.7,37,"54","027"
13210,35218,27.2,11.1,29.7,"54","089"
23067,48835,19,3.5,26.1,"54","009"
8570,44437,22.4,6.5,31.6,"54","017"
35523,40483,23.3,6.8,25.2,"54","025"
13812,42573,22.4,5.1,24.9,"54","031"
56575,48158,18.1,5.5,23.8,"54","049"
27421,40749,33.7,6.9,28.5,"54","057"
25150,31227,25.3,15.6,28.8,"54","059"
29921,43634,20.1,7.5,23.9,"54","029"
16371,39793,20.9,7.5,28.2,"54","041"
32006,42473,21.3,5.9,25,"54","051"
25496,39037,20.8,7.3,28,"54","067"
8574,37111,27,6.3,27.3,"54","075"
7035,43294,22.2,7.4,28.9,"54","093"
8949,40902,25,8.2,28,"54","095"
29152,40094,26.4,7.3,21.4,"54","083"
14348,37931,27.6,9.2,31.9,"54","087"
16977,45916,23.3,8.9,30.2,"54","091"
5800,38936,20,7.8,35,"54","105"
86016,45537,16.4,6,20.3,"54","107"
8901,34242,30.2,10.8,45.1,"54","015"
8305,37175,26.6,12.3,31.1,"54","021"
27000,38977,26.4,7.7,32.2,"54","053"
103715,49624,11.3,6.1,20.9,"54","061"
13517,36684,28.8,9,30.1,"54","063"
7527,45152,17.1,7.4,27.2,"54","073"
15793,40694,27.1,6.7,26.9,"54","103"
96100,37816,17.3,5.5,20.5,"54","011"
55673,72526,10,7.3,37.4,"54","037"
187827,46859,16.4,6.5,20.9,"54","039"
34428,37859,22.2,12.8,25.1,"54","045"
7138,39554,32,5,32.1,"54","071"
33760,46673,19.2,8.4,30.2,"54","077"
121725,59263,10.4,6.4,25.4,"53","057"
43858,47272,16.8,6.7,27.8,"53","065"
490764,52159,9.9,6.3,21.5,"53","063"
10344,49460,11,4.2,24.3,"53","043"
75138,54975,12.6,5.8,18.6,"53","007"
103590,49804,12.8,8.4,24.6,"53","015"
7568,41081,22.4,9.5,22.2,"53","019"
21172,51258,15.6,5,24.1,"53","039"
30524,51842,10,7.5,23.5,"53","031"
258903,68336,6.7,5.7,30.3,"53","035"
2118119,83571,6,5,29.1,"53","033"
20940,39895,16.4,6.4,19.3,"53","049"
13066,49184,14.4,8,29.2,"53","051"
16221,60271,6.8,4,14.9,"53","055"
11498,53606,18.9,6.2,30.5,"53","059"
47794,41574,6.3,8.5,15.3,"53","075"
248279,47470,16.9,7.5,18.9,"53","077"
73439,48002,13,8.8,21.2,"53","009"
76012,46387,14.1,8.8,27.1,"53","041"
40585,55805,9.3,3.9,18.2,"53","017"
71454,45483,15.1,10.1,25.8,"53","027"
80323,61516,6.9,6.7,27.8,"53","029"
845193,63881,9,6.9,31.2,"53","053"
4105,49508,13.5,6.3,24.6,"53","069"
89124,60275,15.3,5.8,21.5,"53","021"
59862,52630,10.9,6,15.6,"53","071"
93420,52382,14.6,6.9,18.9,"53","025"
212738,56419,8.9,6.8,21,"53","073"
771904,78020,6.8,5.4,31.8,"53","061"
41377,42598,19.2,6.7,17.2,"53","047"
43726,53163,8.4,5.3,21.3,"53","037"
269885,66113,8.6,7.7,25.6,"53","067"
190529,63001,10.8,6,21.8,"53","005"
3999,46250,16.4,7.9,22.6,"53","013"
457474,67832,6.5,6.2,26.4,"53","011"
22259,47483,12.4,6.7,15.4,"53","003"
19261,48131,23,5.9,17.8,"53","001"
2226,51399,12.9,7.2,20,"53","023"
61569,53087,12.9,8.3,32.1,"53","045"
13479,48422,18.1,6.5,18.7,"56","015"
20758,54672,8.8,6.4,19.9,"56","041"
8253,51362,12.3,6.1,14.3,"56","043"
4741,48403,14.9,4.1,19.6,"56","017"
40354,55013,13.9,6,17.9,"56","013"
10037,84911,6.1,4.2,20.9,"56","035"
7117,59605,17.1,2.2,25.7,"56","045"
48116,80178,6.6,4.6,20.7,"56","005"
18791,63756,8.2,6,26.2,"56","023"
8562,52415,20.4,4.3,24.6,"56","019"
81023,59400,11.1,5.1,17.2,"56","025"
97031,62879,8.5,5.3,15.8,"56","021"
14166,62776,9,5.8,23.8,"56","009"
2479,36793,14.2,0,15.1,"56","027"
22923,80049,4.6,1.3,14.3,"56","039"
44527,71083,7.9,5.2,20.5,"56","037"
8703,47380,17.6,2.5,16.9,"56","031"
29964,56455,14.1,3.1,16,"56","033"
11920,51716,13.3,4.7,18.8,"56","003"
7347,66944,10,3.6,28,"56","011"
29276,60828,9.5,3.3,17.6,"56","029"
37944,45816,5.5,4.8,12.7,"56","001"
15689,57644,16.6,3.4,16.3,"56","007"
16313,47331,21.2,4.1,22.6,"55","023"
79680,51053,16.2,3.7,18.7,"55","071"
41226,66772,12.3,2.7,25.9,"55","093"
115094,56114,13.4,4.4,18.2,"55","117"
15779,41505,20,7.2,16.5,"55","003"
49737,70662,9.3,2,20.2,"55","015"
37465,55762,16.2,4.5,26.6,"55","083"
5748,39855,18.1,7.8,20.9,"55","051"
34513,49131,26.1,3.3,21.1,"55","019"
30378,49996,23.8,2.9,24.5,"55","123"
15239,45891,18.4,5.1,27,"55","013"
51651,54071,16.9,3.8,23.2,"55","135"
18745,50276,20,3.4,24.6,"55","047"
63445,55240,13.7,3.7,21.9,"55","017"
4354,47827,16,6.4,19.7,"55","037"
84586,59215,13.4,4.3,23.8,"55","055"
13243,54753,17.5,3.5,25.1,"55","011"
117582,54127,11.3,4.6,18,"55","063"
258004,56775,11.7,4.4,19.1,"55","009"
27443,56494,12.8,4.6,18.2,"55","029"
29510,54009,20.1,3.3,22.3,"55","121"
44260,54605,11.7,4.7,22.9,"55","033"
396731,81140,8,3.3,24,"55","133"
20344,49821,23.3,3.8,22.6,"55","119"
9035,43356,22,8.3,20.3,"55","041"
16755,55859,20.2,2.7,24.6,"55","065"
45303,56479,18.1,4.7,19.8,"55","081"
63340,54447,15.6,3.6,21.4,"55","111"
73427,51603,18,4.8,19.7,"55","141"
19190,44122,20.4,6.7,21.3,"55","067"
4506,38080,29,8.1,16.9,"55","078"
183288,61523,10.8,3.1,19.8,"55","087"
70371,54620,11.8,4.6,18.8,"55","097"
522837,67631,6.6,3.8,21,"55","025"
167886,57269,11.6,7.8,25.9,"55","059"
43503,50730,13.6,5.6,22.3,"55","031"
45358,49257,15.9,3.6,19.6,"55","005"
102388,52178,11.8,4,18.4,"55","035"
20531,51108,19,4.7,22.2,"55","053"
23576,60017,15,3.5,26.2,"55","049"
13566,45680,20.1,2.9,19.2,"55","099"
15164,49052,19.4,5.5,30,"55","077"
35352,52945,14.2,3.9,19.8,"55","085"
195101,58334,14,5.8,24.2,"55","101"
169540,55128,12.9,3.6,18.2,"55","139"
15638,46592,17.3,5.1,22,"55","129"
17626,48234,21.4,3.5,24.4,"55","103"
36869,60609,16.5,2.6,23.3,"55","045"
87833,56038,16.4,4.8,23.1,"55","027"
24170,48412,19.8,5,26.4,"55","137"
20111,44003,19.7,8.1,28.3,"55","001"
51742,50522,17.3,3.5,20.3,"55","043"
87142,77768,8.5,3.3,27.9,"55","109"
27994,54203,17,4,22.7,"55","069"
56790,63293,14,3.8,25.7,"55","021"
20378,60320,16.8,3.5,23,"55","061"
135293,56509,14.2,3.8,19.5,"55","073"
102082,57798,14.2,4,20.3,"55","039"
16384,43565,18.2,6.2,20.3,"55","113"
7282,51470,16.7,3.4,26.3,"55","091"
87817,80526,9,3,23.8,"55","089"
40712,44958,17.9,5.7,19.8,"55","075"
956586,46784,16.3,7.1,22.4,"55","079"
43328,53551,15.6,4.8,29.1,"55","095"
161226,53410,13.2,6.4,22.8,"55","105"
102917,58401,10.5,5.6,24,"55","127"
15004,50110,14.6,5.5,23.8,"55","007"
14211,41930,21.1,4.1,21.4,"55","107"
21465,42720,18.3,7.9,19.5,"55","125"
41136,51751,19.7,3.9,23.1,"55","115"
26427,48817,18.2,4.3,23.7,"55","057"
133967,73021,11.1,3.4,24.6,"55","131"
15297,15615,36.4,27.1,22.4,"72","073"
24548,16082,40.2,13.1,27.3,"72","115"
42623,15296,51.8,7.9,23.4,"72","057"
17327,12653,50.2,31.2,22.2,"72","055"
14526,18292,40.8,14.3,23,"72","117"
23659,19893,31.6,24.8,28.4,"72","149"
26855,16733,49.3,20.7,32,"72","007"
188614,25528,26.9,14.5,34.7,"72","021"
16474,19674,36.9,23.1,20.8,"72","067"
40705,18191,39.4,18.1,26.2,"72","091"
26584,18976,32.4,11.2,32,"72","103"
54736,18735,38.1,13.3,25.9,"72","069"
47952,20228,30.7,21.9,27.1,"72","075"
39796,19110,52.5,8.2,25.6,"72","043"
37722,29354,22.4,20.7,33.1,"72","051"
37676,13413,37.7,26.2,24.2,"72","099"
27321,12820,54.1,36.2,34,"72","081"
38253,20587,40.1,21,27.7,"72","085"
51768,22584,34,22.9,37.6,"72","119"
355181,21677,38.5,15,25.7,"72","127"
1494,23355,32.9,1.6,11.2,"72","049"
47074,32625,28.3,14.8,36.7,"72","063"
29239,16246,50.6,9.1,24.2,"72","123"
24583,17113,43.3,18.9,27.2,"72","017"
38589,18053,43.5,21.5,33.9,"72","143"
54754,18900,41.4,16.8,31.6,"72","145"
27242,17273,36.7,28.6,36.6,"72","087"
29112,18069,42.7,23.8,35.3,"72","105"
161684,29082,22.7,14.1,30.8,"72","031"
38970,14275,52.8,28,28.3,"72","131"
74169,29672,26.8,13.8,41.4,"72","135"
31785,18739,38.5,20.5,34.5,"72","101"
79615,14642,38.2,25.9,22.2,"72","097"
81905,24583,31.7,18.7,34.8,"72","137"
8931,16261,50.3,12.8,14.9,"72","147"
18952,19377,31.6,27.3,31.5,"72","089"
29237,15694,55.4,11.7,31.2,"72","019"
21906,14296,52.6,32.1,33.9,"72","107"
38689,18589,52.3,11.7,37.1,"72","129"
27892,18765,37.7,14.3,18.6,"72","011"
12238,18998,36.3,11.9,25.4,"72","037"
17325,14432,49.2,20.1,35,"72","039"
19914,13523,54.8,25,37.6,"72","045"
43314,16333,40.9,19.4,24.5,"72","071"
37585,14451,50,24,24.4,"72","153"
90773,34060,23.4,10.6,26.8,"72","061"
6180,13462,62.5,12.1,19.4,"72","093"
24008,18387,51.8,6.4,25.9,"72","009"
19578,14988,40.1,23.9,24.1,"72","059"
55722,16821,33.7,22.6,20.9,"72","005"
49726,16461,76.3,12.8,26.8,"72","023"
33075,18941,31.6,28.4,26,"72","053"
39704,18533,32,26.9,30.1,"72","077"
23893,13896,76.8,17.8,25.9,"72","079"
23610,15736,52.1,21.4,26.3,"72","121"
8874,14404,58.8,2.4,28.4,"72","083"
17769,14512,50.1,19.9,29.3,"72","109"
45431,20442,41.2,10.6,27.6,"72","035"
32937,15036,52.5,8.3,24.7,"72","125"
30209,15931,43.3,30,33.9,"72","141"
34933,14752,43.8,29.1,36.1,"72","047"
11297,17636,49.3,24.6,28.2,"72","095"
21661,16868,40.4,23.3,26.9,"72","111"
89550,17289,40.2,17.4,26.7,"72","013"
18504,15689,50.9,15.7,20,"72","015"
35025,15586,47.6,25.4,30.5,"72","151"
39470,16199,41.4,17.6,24.3,"72","003"
22475,16816,48.8,9.7,24.2,"72","133"
69478,31202,23.5,7.3,34.7,"72","139"
134269,24229,30.7,15.4,31.6,"72","025"
46779,19986,30.8,23.3,35.5,"72","029"
41181,20389,45.7,16.9,32.1,"72","041"
18525,11680,54.2,40.9,28.9,"72","001"
32936,17579,47.2,19.1,30.7,"72","027"
148863,16561,40.7,15.3,23.2,"72","113"
25595,18663,36.3,27.9,28.7,"72","033"
12140,16919,41.9,17.3,24.5,"72","054"
40978,17770,43.1,9.4,28,"72","065"
